,departamento,fecha,ocio_y_recreacion,supermercados_y_farmcias,parques,transporte,lugares_de_trabajo,zonas_residenciales
58537,Capital Department,2020-02-15,10.0,2.0,8.0,8.0,1.0,1.0
58538,Capital Department,2020-02-16,10.0,2.0,14.0,4.0,-6.0,1.0
58539,Capital Department,2020-02-17,12.0,3.0,10.0,18.0,20.0,-1.0
58540,Capital Department,2020-02-18,12.0,4.0,9.0,19.0,19.0,-1.0
58541,Capital Department,2020-02-19,13.0,4.0,15.0,17.0,19.0,-1.0
58542,Capital Department,2020-02-20,11.0,2.0,9.0,17.0,19.0,-1.0
58543,Capital Department,2020-02-21,17.0,4.0,17.0,26.0,19.0,-2.0
58544,Capital Department,2020-02-22,25.0,20.0,14.0,17.0,3.0,0.0
58545,Capital Department,2020-02-23,18.0,12.0,12.0,4.0,-3.0,0.0
58546,Capital Department,2020-02-24,-35.0,-32.0,-6.0,-40.0,-60.0,6.0
58547,Capital Department,2020-02-25,-32.0,-25.0,-4.0,-33.0,-56.0,7.0
58548,Capital Department,2020-02-26,14.0,6.0,21.0,19.0,26.0,-2.0
58549,Capital Department,2020-02-27,7.0,1.0,17.0,17.0,26.0,-1.0
58550,Capital Department,2020-02-28,12.0,3.0,24.0,18.0,27.0,-2.0
58551,Capital Department,2020-02-29,16.0,14.0,10.0,8.0,5.0,2.0
58552,Capital Department,2020-03-01,2.0,7.0,2.0,-1.0,-5.0,3.0
58553,Capital Department,2020-03-02,12.0,8.0,15.0,21.0,33.0,-3.0
58554,Capital Department,2020-03-03,7.0,4.0,23.0,20.0,32.0,-2.0
58555,Capital Department,2020-03-04,6.0,1.0,27.0,19.0,32.0,-2.0
58556,Capital Department,2020-03-05,31.0,6.0,59.0,28.0,31.0,-3.0
58557,Capital Department,2020-03-06,21.0,5.0,25.0,29.0,30.0,-2.0
58558,Capital Department,2020-03-07,20.0,11.0,28.0,13.0,2.0,2.0
58559,Capital Department,2020-03-08,41.0,28.0,36.0,13.0,-4.0,2.0
58560,Capital Department,2020-03-09,25.0,14.0,27.0,27.0,31.0,-3.0
58561,Capital Department,2020-03-10,9.0,14.0,11.0,24.0,31.0,-2.0
58562,Capital Department,2020-03-11,8.0,5.0,8.0,23.0,31.0,-2.0
58563,Capital Department,2020-03-12,2.0,9.0,7.0,18.0,31.0,-1.0
58564,Capital Department,2020-03-13,2.0,12.0,8.0,18.0,30.0,-1.0
58565,Capital Department,2020-03-14,0.0,20.0,-7.0,4.0,2.0,4.0
58566,Capital Department,2020-03-15,-17.0,30.0,-11.0,-12.0,-8.0,6.0
58567,Capital Department,2020-03-16,-25.0,5.0,-27.0,-20.0,3.0,8.0
58568,Capital Department,2020-03-17,-40.0,-12.0,-47.0,-31.0,-10.0,12.0
58569,Capital Department,2020-03-18,-47.0,-20.0,-53.0,-40.0,-18.0,15.0
58570,Capital Department,2020-03-19,-54.0,-12.0,-57.0,-47.0,-26.0,15.0
58571,Capital Department,2020-03-20,-89.0,-58.0,-86.0,-76.0,-63.0,33.0
58572,Capital Department,2020-03-21,-92.0,-61.0,-90.0,-82.0,-61.0,32.0
58573,Capital Department,2020-03-22,-91.0,-66.0,-92.0,-84.0,-62.0,
58574,Capital Department,2020-03-23,-95.0,-76.0,-94.0,-90.0,-83.0,33.0
58575,Capital Department,2020-03-24,-95.0,-76.0,-94.0,-90.0,-83.0,35.0
58576,Capital Department,2020-03-25,-93.0,-67.0,-91.0,-84.0,-71.0,33.0
58577,Capital Department,2020-03-26,-92.0,-64.0,-89.0,-83.0,-71.0,34.0
58578,Capital Department,2020-03-27,-90.0,-61.0,-86.0,-80.0,-70.0,36.0
58579,Capital Department,2020-03-28,-91.0,-61.0,-87.0,-81.0,-63.0,32.0
58580,Capital Department,2020-03-29,-89.0,-59.0,-90.0,-83.0,-59.0,30.0
58581,Capital Department,2020-03-30,-91.0,-62.0,-87.0,-82.0,-70.0,29.0
58582,Capital Department,2020-03-31,-93.0,-70.0,-90.0,-87.0,-82.0,34.0
58583,Capital Department,2020-04-01,-89.0,-57.0,-86.0,-80.0,-68.0,32.0
58584,Capital Department,2020-04-02,-89.0,-58.0,-87.0,-79.0,-68.0,32.0
58585,Capital Department,2020-04-03,-88.0,-56.0,-84.0,-76.0,-66.0,35.0
58586,Capital Department,2020-04-04,-89.0,-56.0,-86.0,-77.0,-58.0,31.0
58587,Capital Department,2020-04-05,-88.0,-54.0,-89.0,-80.0,-57.0,29.0
58588,Capital Department,2020-04-06,-88.0,-56.0,-81.0,-75.0,-64.0,28.0
58589,Capital Department,2020-04-07,-92.0,-50.0,-76.0,-74.0,-65.0,29.0
58590,Capital Department,2020-04-08,-91.0,-48.0,-75.0,-72.0,-64.0,29.0
58591,Capital Department,2020-04-09,-92.0,-49.0,-81.0,-77.0,-71.0,32.0
58592,Capital Department,2020-04-10,-96.0,-74.0,-91.0,-88.0,-83.0,40.0
58593,Capital Department,2020-04-11,-92.0,-50.0,-85.0,-75.0,-56.0,31.0
58594,Capital Department,2020-04-12,-91.0,-55.0,-89.0,-80.0,-55.0,28.0
58595,Capital Department,2020-04-13,-90.0,-51.0,-69.0,-71.0,-59.0,27.0
58596,Capital Department,2020-04-14,-90.0,-48.0,-71.0,-69.0,-60.0,28.0
58597,Capital Department,2020-04-15,-90.0,-49.0,-74.0,-70.0,-58.0,29.0
58598,Capital Department,2020-04-16,-91.0,-47.0,-99.0,-67.0,-60.0,30.0
58599,Capital Department,2020-04-17,-91.0,-47.0,-98.0,-67.0,-57.0,33.0
58600,Capital Department,2020-04-18,-92.0,-50.0,-99.0,-71.0,-52.0,30.0
58601,Capital Department,2020-04-19,-91.0,-52.0,-99.0,-78.0,-53.0,28.0
58602,Capital Department,2020-04-20,-90.0,-49.0,-99.0,-67.0,-56.0,26.0
58603,Capital Department,2020-04-21,-90.0,-48.0,-98.0,-68.0,-56.0,28.0
58604,Capital Department,2020-04-22,-90.0,-46.0,-99.0,-66.0,-56.0,28.0
58605,Capital Department,2020-04-23,-90.0,-48.0,-99.0,-66.0,-56.0,29.0
58606,Capital Department,2020-04-24,-90.0,-46.0,-99.0,-65.0,-54.0,31.0
58607,Capital Department,2020-04-25,-91.0,-46.0,-98.0,-70.0,-48.0,28.0
58608,Capital Department,2020-04-26,-91.0,-52.0,-99.0,-76.0,-50.0,27.0
58609,Capital Department,2020-04-27,-89.0,-49.0,-98.0,-66.0,-52.0,25.0
58610,Capital Department,2020-04-28,-89.0,-48.0,-98.0,-64.0,-53.0,26.0
58611,Capital Department,2020-04-29,-88.0,-45.0,-98.0,-65.0,-51.0,27.0
58612,Capital Department,2020-04-30,-84.0,-35.0,-98.0,-62.0,-50.0,26.0
58613,Capital Department,2020-05-01,-95.0,-91.0,-99.0,-86.0,-80.0,38.0
58614,Capital Department,2020-05-02,-87.0,-46.0,-98.0,-68.0,-43.0,27.0
58615,Capital Department,2020-05-03,-87.0,-39.0,-98.0,-73.0,-45.0,25.0
58616,Capital Department,2020-05-04,-84.0,-43.0,-98.0,-63.0,-48.0,23.0
58617,Capital Department,2020-05-05,-84.0,-40.0,-98.0,-63.0,-49.0,25.0
58618,Capital Department,2020-05-06,-84.0,-42.0,-98.0,-62.0,-46.0,25.0
58619,Capital Department,2020-05-07,-83.0,-39.0,-98.0,-61.0,-47.0,26.0
58620,Capital Department,2020-05-08,-82.0,-39.0,-98.0,-60.0,-44.0,28.0
58621,Capital Department,2020-05-09,-84.0,-40.0,-98.0,-62.0,-37.0,25.0
58622,Capital Department,2020-05-10,-86.0,-39.0,-98.0,-68.0,-37.0,23.0
58623,Capital Department,2020-05-11,-81.0,-44.0,-98.0,-59.0,-41.0,22.0
58624,Capital Department,2020-05-12,-80.0,-37.0,-98.0,-56.0,-41.0,23.0
58625,Capital Department,2020-05-13,-78.0,-35.0,-98.0,-56.0,-39.0,23.0
58626,Capital Department,2020-05-14,-76.0,-33.0,-98.0,-54.0,-38.0,24.0
58627,Capital Department,2020-05-15,-74.0,-29.0,-98.0,-50.0,-35.0,25.0
58628,Capital Department,2020-05-16,-76.0,-29.0,-98.0,-52.0,-29.0,23.0
58629,Capital Department,2020-05-17,-83.0,-38.0,-98.0,-66.0,-32.0,22.0
58630,Capital Department,2020-05-18,-72.0,-35.0,-98.0,-51.0,-33.0,20.0
58631,Capital Department,2020-05-19,-71.0,-27.0,-98.0,-47.0,-34.0,21.0
58632,Capital Department,2020-05-20,-72.0,-31.0,-98.0,-50.0,-34.0,22.0
58633,Capital Department,2020-05-21,-74.0,-33.0,-98.0,-55.0,-35.0,24.0
58634,Capital Department,2020-05-22,-72.0,-27.0,-98.0,-50.0,-31.0,24.0
58635,Capital Department,2020-05-23,-70.0,-18.0,-98.0,-45.0,-20.0,20.0
58636,Capital Department,2020-05-24,-79.0,-27.0,-97.0,-58.0,-18.0,15.0
58637,Capital Department,2020-05-25,-91.0,-68.0,-98.0,-77.0,-69.0,20.0
58638,Capital Department,2020-05-26,-70.0,-31.0,-98.0,-48.0,-30.0,20.0
58639,Capital Department,2020-05-27,-67.0,-24.0,-97.0,-44.0,-28.0,21.0
58640,Capital Department,2020-05-28,-66.0,-25.0,-97.0,-45.0,-29.0,21.0
58641,Capital Department,2020-05-29,-63.0,-21.0,-98.0,-42.0,-26.0,22.0
58642,Capital Department,2020-05-30,-64.0,-19.0,-98.0,-44.0,-15.0,18.0
58643,Capital Department,2020-05-31,-74.0,-31.0,-97.0,-55.0,-14.0,16.0
58644,Capital Department,2020-06-01,-65.0,-31.0,-98.0,-47.0,-26.0,19.0
58645,Capital Department,2020-06-02,-62.0,-20.0,-98.0,-43.0,-25.0,19.0
58646,Capital Department,2020-06-03,-71.0,-37.0,-99.0,-57.0,-29.0,23.0
58647,Capital Department,2020-06-04,-64.0,-22.0,-98.0,-45.0,-26.0,21.0
58648,Capital Department,2020-06-05,-57.0,-10.0,-97.0,-44.0,-23.0,21.0
58649,Capital Department,2020-06-06,-53.0,-4.0,-97.0,-40.0,-13.0,16.0
58650,Capital Department,2020-06-07,-66.0,-23.0,-96.0,-53.0,-8.0,14.0
58651,Capital Department,2020-06-08,-56.0,-19.0,-97.0,-47.0,-23.0,17.0
58652,Capital Department,2020-06-09,-46.0,6.0,-97.0,-38.0,-21.0,16.0
58653,Capital Department,2020-06-10,-47.0,2.0,-97.0,-38.0,-21.0,17.0
58654,Capital Department,2020-06-11,-50.0,-6.0,-97.0,-42.0,-22.0,18.0
58655,Capital Department,2020-06-12,-44.0,4.0,-97.0,-36.0,-18.0,17.0
58656,Capital Department,2020-06-13,-39.0,14.0,-96.0,-29.0,-8.0,13.0
58657,Capital Department,2020-06-14,-60.0,-14.0,-94.0,-49.0,-6.0,12.0
58658,Capital Department,2020-06-15,-77.0,-48.0,-95.0,-69.0,-63.0,19.0
58659,Capital Department,2020-06-16,-43.0,5.0,-96.0,-35.0,-19.0,15.0
58660,Capital Department,2020-06-17,-44.0,3.0,-96.0,-38.0,-20.0,17.0
58661,Capital Department,2020-06-18,-56.0,-16.0,-95.0,-46.0,-23.0,19.0
58662,Capital Department,2020-06-19,-50.0,-2.0,-94.0,-40.0,-19.0,19.0
58663,Capital Department,2020-06-20,-51.0,1.0,-94.0,-41.0,-18.0,17.0
58664,Capital Department,2020-06-21,-67.0,-35.0,-95.0,-53.0,10.0,10.0
58665,Capital Department,2020-06-22,-58.0,-27.0,-95.0,-49.0,-23.0,17.0
58666,Capital Department,2020-06-23,-55.0,-16.0,-94.0,-44.0,-24.0,17.0
58667,Capital Department,2020-06-24,-58.0,-23.0,-96.0,-51.0,-23.0,20.0
58668,Capital Department,2020-06-25,-56.0,-18.0,-94.0,-46.0,-22.0,19.0
58669,Capital Department,2020-06-26,-53.0,-15.0,-94.0,-44.0,-18.0,20.0
58670,Capital Department,2020-06-27,-51.0,-10.0,-93.0,-42.0,-12.0,17.0
58671,Capital Department,2020-06-28,-69.0,-33.0,-96.0,-60.0,-12.0,17.0
58672,Capital Department,2020-06-29,-55.0,-25.0,-84.0,-50.0,-21.0,17.0
58673,Capital Department,2020-06-30,-50.0,-12.0,-68.0,-45.0,-21.0,17.0
58674,Capital Department,2020-07-01,-49.0,-13.0,-69.0,-46.0,-20.0,17.0
58675,Capital Department,2020-07-02,-50.0,-9.0,-67.0,-44.0,-20.0,18.0
58676,Capital Department,2020-07-03,-48.0,-10.0,-68.0,-43.0,-18.0,18.0
58677,Capital Department,2020-07-04,-53.0,-17.0,-78.0,-50.0,-12.0,17.0
58678,Capital Department,2020-07-05,-62.0,-27.0,-73.0,-55.0,-7.0,14.0
58679,Capital Department,2020-07-06,-54.0,-22.0,-73.0,-51.0,-22.0,17.0
58680,Capital Department,2020-07-07,-47.0,-6.0,-67.0,-42.0,-19.0,16.0
58681,Capital Department,2020-07-08,-44.0,-2.0,-65.0,-42.0,-18.0,16.0
58682,Capital Department,2020-07-09,-78.0,-54.0,-83.0,-73.0,-63.0,25.0
58683,Capital Department,2020-07-10,-66.0,-33.0,-78.0,-62.0,-53.0,25.0
58684,Capital Department,2020-07-11,-45.0,-4.0,-66.0,-41.0,-11.0,17.0
58685,Capital Department,2020-07-12,-64.0,-34.0,-73.0,-55.0,-4.0,13.0
58686,Capital Department,2020-07-13,-51.0,-18.0,-69.0,-48.0,-21.0,16.0
58687,Capital Department,2020-07-14,-46.0,-5.0,-63.0,-42.0,-21.0,16.0
58688,Capital Department,2020-07-15,-47.0,-11.0,-59.0,-45.0,-20.0,16.0
58689,Capital Department,2020-07-16,-48.0,-10.0,-59.0,-45.0,-21.0,17.0
58690,Capital Department,2020-07-17,-47.0,-8.0,-61.0,-44.0,-19.0,18.0
58691,Capital Department,2020-07-18,-47.0,-11.0,-64.0,-44.0,-9.0,16.0
58692,Capital Department,2020-07-19,-58.0,-28.0,-65.0,-54.0,-3.0,13.0
58693,Capital Department,2020-07-20,-48.0,-23.0,-65.0,-48.0,-20.0,13.0
58694,Capital Department,2020-07-21,-55.0,-22.0,-69.0,-51.0,-25.0,18.0
58695,Capital Department,2020-07-22,-58.0,-28.0,-73.0,-55.0,-25.0,20.0
58696,Capital Department,2020-07-23,-56.0,-19.0,-67.0,-51.0,-25.0,20.0
58697,Capital Department,2020-07-24,-53.0,-19.0,-65.0,-49.0,-21.0,20.0
58698,Capital Department,2020-07-25,-58.0,-21.0,-68.0,-52.0,-23.0,19.0
58699,Capital Department,2020-07-26,-62.0,-29.0,-63.0,-58.0,-7.0,15.0
58700,Capital Department,2020-07-27,-52.0,-22.0,-63.0,-50.0,-24.0,17.0
58701,Capital Department,2020-07-28,-50.0,-13.0,-62.0,-48.0,-24.0,17.0
58702,Capital Department,2020-07-29,-51.0,-19.0,-62.0,-48.0,-23.0,18.0
58703,Capital Department,2020-07-30,-53.0,-18.0,-63.0,-49.0,-24.0,18.0
58704,Capital Department,2020-07-31,-50.0,-14.0,-61.0,-46.0,-21.0,19.0
58705,Capital Department,2020-08-01,-48.0,-7.0,-60.0,-45.0,-10.0,16.0
58706,Capital Department,2020-08-02,-59.0,-27.0,-61.0,-57.0,-6.0,13.0
58707,Capital Department,2020-08-03,-52.0,-19.0,-59.0,-49.0,-23.0,16.0
58708,Capital Department,2020-08-04,-52.0,-13.0,-58.0,-49.0,-24.0,17.0
58709,Capital Department,2020-08-05,-51.0,-14.0,-57.0,-49.0,-22.0,18.0
58710,Capital Department,2020-08-06,-54.0,-16.0,-63.0,-51.0,-25.0,19.0
58711,Capital Department,2020-08-07,-52.0,-16.0,-59.0,-49.0,-21.0,19.0
58712,Capital Department,2020-08-08,-49.0,-8.0,-60.0,-46.0,-11.0,17.0
58713,Capital Department,2020-08-09,-60.0,-27.0,-57.0,-59.0,-12.0,16.0
58714,Capital Department,2020-08-10,-50.0,-15.0,-55.0,-48.0,-23.0,16.0
58715,Capital Department,2020-08-11,-48.0,-7.0,-58.0,-48.0,-24.0,17.0
58716,Capital Department,2020-08-12,-45.0,-5.0,-57.0,-46.0,-23.0,17.0
58717,Capital Department,2020-08-13,-47.0,-3.0,-57.0,-47.0,-22.0,18.0
58718,Capital Department,2020-08-14,-46.0,4.0,-56.0,-43.0,-20.0,19.0
58719,Capital Department,2020-08-15,-42.0,11.0,-58.0,-38.0,-7.0,15.0
58720,Capital Department,2020-08-16,-57.0,-23.0,-63.0,-55.0,-2.0,14.0
58721,Capital Department,2020-08-17,-77.0,-59.0,-64.0,-74.0,-66.0,21.0
58722,Capital Department,2020-08-18,-56.0,-18.0,-61.0,-49.0,-24.0,17.0
58723,Capital Department,2020-08-19,-56.0,-22.0,-67.0,-53.0,-25.0,20.0
58724,Capital Department,2020-08-20,-56.0,-19.0,-60.0,-50.0,-24.0,19.0
58725,Capital Department,2020-08-21,-53.0,-16.0,-58.0,-48.0,-21.0,19.0
58726,Capital Department,2020-08-22,-51.0,-12.0,-57.0,-46.0,-8.0,17.0
58727,Capital Department,2020-08-23,-62.0,-29.0,-57.0,-59.0,-9.0,15.0
58728,Capital Department,2020-08-24,-55.0,-22.0,-56.0,-49.0,-22.0,16.0
58729,Capital Department,2020-08-25,-52.0,-15.0,-57.0,-47.0,-23.0,17.0
58730,Capital Department,2020-08-26,-55.0,-21.0,-63.0,-52.0,-24.0,19.0
58731,Capital Department,2020-08-27,-55.0,-18.0,-56.0,-50.0,-23.0,18.0
58732,Capital Department,2020-08-28,-52.0,-17.0,-59.0,-47.0,-21.0,19.0
58733,Capital Department,2020-08-29,-50.0,-9.0,-61.0,-48.0,-11.0,17.0
58734,Capital Department,2020-08-30,-59.0,-25.0,-58.0,-60.0,-15.0,16.0
58735,Capital Department,2020-08-31,-53.0,-17.0,-55.0,-51.0,-24.0,16.0
58736,Capital Department,2020-09-01,-54.0,-12.0,-59.0,-50.0,-27.0,18.0
58737,Capital Department,2020-09-02,-54.0,-17.0,-56.0,-52.0,-27.0,19.0
58738,Capital Department,2020-09-03,-57.0,-17.0,-58.0,-52.0,-28.0,20.0
58739,Capital Department,2020-09-04,-55.0,-16.0,-59.0,-50.0,-27.0,21.0
58740,Capital Department,2020-09-05,-54.0,-9.0,-63.0,-52.0,-16.0,18.0
58741,Capital Department,2020-09-06,-63.0,-25.0,-65.0,-63.0,-21.0,18.0
58947,Godoy Cruz Department,2020-02-15,9.0,2.0,0.0,5.0,2.0,0.0
58948,Godoy Cruz Department,2020-02-16,-1.0,0.0,5.0,7.0,-3.0,1.0
58949,Godoy Cruz Department,2020-02-17,3.0,5.0,8.0,11.0,17.0,-1.0
58950,Godoy Cruz Department,2020-02-18,1.0,-1.0,4.0,10.0,18.0,-1.0
58951,Godoy Cruz Department,2020-02-19,0.0,4.0,3.0,12.0,19.0,-1.0
58952,Godoy Cruz Department,2020-02-20,2.0,0.0,0.0,11.0,17.0,-1.0
58953,Godoy Cruz Department,2020-02-21,5.0,3.0,-1.0,13.0,16.0,-2.0
58954,Godoy Cruz Department,2020-02-22,8.0,8.0,7.0,7.0,0.0,0.0
58955,Godoy Cruz Department,2020-02-23,8.0,4.0,20.0,11.0,-3.0,0.0
58956,Godoy Cruz Department,2020-02-24,-13.0,-9.0,-19.0,-22.0,-59.0,6.0
58957,Godoy Cruz Department,2020-02-25,-18.0,-7.0,-25.0,-24.0,-55.0,8.0
58958,Godoy Cruz Department,2020-02-26,-2.0,7.0,14.0,11.0,27.0,-3.0
58959,Godoy Cruz Department,2020-02-27,-3.0,1.0,7.0,10.0,25.0,-1.0
58960,Godoy Cruz Department,2020-02-28,4.0,2.0,10.0,10.0,27.0,-2.0
58961,Godoy Cruz Department,2020-02-29,12.0,11.0,5.0,5.0,4.0,2.0
58962,Godoy Cruz Department,2020-03-01,8.0,12.0,11.0,7.0,-2.0,3.0
58963,Godoy Cruz Department,2020-03-02,4.0,9.0,29.0,20.0,33.0,-4.0
58964,Godoy Cruz Department,2020-03-03,-1.0,3.0,8.0,14.0,34.0,-2.0
58965,Godoy Cruz Department,2020-03-04,-3.0,1.0,9.0,13.0,34.0,-3.0
58966,Godoy Cruz Department,2020-03-05,-1.0,0.0,74.0,14.0,31.0,-3.0
58967,Godoy Cruz Department,2020-03-06,9.0,2.0,12.0,16.0,32.0,-3.0
58968,Godoy Cruz Department,2020-03-07,9.0,11.0,5.0,9.0,4.0,2.0
58969,Godoy Cruz Department,2020-03-08,13.0,16.0,18.0,16.0,0.0,2.0
58970,Godoy Cruz Department,2020-03-09,5.0,14.0,35.0,28.0,30.0,-4.0
58971,Godoy Cruz Department,2020-03-10,1.0,7.0,16.0,20.0,33.0,-3.0
58972,Godoy Cruz Department,2020-03-11,-3.0,5.0,12.0,19.0,34.0,-3.0
58973,Godoy Cruz Department,2020-03-12,-5.0,11.0,11.0,17.0,31.0,-2.0
58974,Godoy Cruz Department,2020-03-13,-2.0,14.0,13.0,18.0,32.0,-2.0
58975,Godoy Cruz Department,2020-03-14,2.0,27.0,-1.0,7.0,4.0,4.0
58976,Godoy Cruz Department,2020-03-15,-14.0,32.0,-1.0,3.0,-5.0,6.0
58977,Godoy Cruz Department,2020-03-16,-20.0,18.0,-8.0,-9.0,5.0,6.0
58978,Godoy Cruz Department,2020-03-17,-33.0,-3.0,-32.0,-21.0,-7.0,11.0
58979,Godoy Cruz Department,2020-03-18,-39.0,-7.0,-34.0,-27.0,-14.0,14.0
58980,Godoy Cruz Department,2020-03-19,-38.0,5.0,-32.0,-23.0,-22.0,13.0
58981,Godoy Cruz Department,2020-03-20,-79.0,-42.0,-71.0,-59.0,-58.0,31.0
58982,Godoy Cruz Department,2020-03-21,-82.0,-47.0,-78.0,-65.0,-56.0,30.0
58983,Godoy Cruz Department,2020-03-22,-89.0,-65.0,-83.0,-72.0,-59.0,30.0
58984,Godoy Cruz Department,2020-03-23,-88.0,-64.0,-85.0,-76.0,-80.0,32.0
58985,Godoy Cruz Department,2020-03-24,-90.0,-66.0,-87.0,-78.0,-82.0,34.0
58986,Godoy Cruz Department,2020-03-25,-84.0,-53.0,-80.0,-70.0,-67.0,31.0
58987,Godoy Cruz Department,2020-03-26,-81.0,-53.0,-75.0,-66.0,-67.0,32.0
58988,Godoy Cruz Department,2020-03-27,-80.0,-47.0,-70.0,-63.0,-65.0,34.0
58989,Godoy Cruz Department,2020-03-28,-79.0,-46.0,-71.0,-64.0,-57.0,30.0
58990,Godoy Cruz Department,2020-03-29,-87.0,-60.0,-76.0,-68.0,-55.0,30.0
58991,Godoy Cruz Department,2020-03-30,-78.0,-48.0,-68.0,-63.0,-66.0,28.0
58992,Godoy Cruz Department,2020-03-31,-87.0,-59.0,-76.0,-72.0,-79.0,33.0
58993,Godoy Cruz Department,2020-04-01,-78.0,-44.0,-70.0,-64.0,-62.0,29.0
58994,Godoy Cruz Department,2020-04-02,-77.0,-44.0,-66.0,-62.0,-64.0,30.0
58995,Godoy Cruz Department,2020-04-03,-76.0,-43.0,-59.0,-59.0,-62.0,33.0
58996,Godoy Cruz Department,2020-04-04,-75.0,-37.0,-67.0,-59.0,-52.0,30.0
58997,Godoy Cruz Department,2020-04-05,-82.0,-51.0,-68.0,-63.0,-52.0,29.0
58998,Godoy Cruz Department,2020-04-06,-71.0,-38.0,-56.0,-54.0,-59.0,26.0
58999,Godoy Cruz Department,2020-04-07,-84.0,-32.0,-58.0,-54.0,-59.0,27.0
59000,Godoy Cruz Department,2020-04-08,-83.0,-27.0,-58.0,-49.0,-57.0,27.0
59001,Godoy Cruz Department,2020-04-09,-84.0,-30.0,-65.0,-52.0,-65.0,29.0
59002,Godoy Cruz Department,2020-04-10,-91.0,-63.0,-83.0,-73.0,-80.0,39.0
59003,Godoy Cruz Department,2020-04-11,-83.0,-27.0,-68.0,-53.0,-51.0,29.0
59004,Godoy Cruz Department,2020-04-12,-86.0,-52.0,-74.0,-60.0,-50.0,28.0
59005,Godoy Cruz Department,2020-04-13,-81.0,-35.0,-51.0,-49.0,-53.0,25.0
59006,Godoy Cruz Department,2020-04-14,-82.0,-32.0,-56.0,-47.0,-54.0,26.0
59007,Godoy Cruz Department,2020-04-15,-82.0,-31.0,-59.0,-49.0,-53.0,27.0
59008,Godoy Cruz Department,2020-04-16,-82.0,-31.0,-90.0,-44.0,-53.0,28.0
59009,Godoy Cruz Department,2020-04-17,-81.0,-30.0,-90.0,-43.0,-52.0,30.0
59010,Godoy Cruz Department,2020-04-18,-83.0,-28.0,-91.0,-46.0,-44.0,28.0
59011,Godoy Cruz Department,2020-04-19,-85.0,-48.0,-93.0,-56.0,-46.0,28.0
59012,Godoy Cruz Department,2020-04-20,-80.0,-34.0,-89.0,-42.0,-50.0,24.0
59013,Godoy Cruz Department,2020-04-21,-80.0,-32.0,-89.0,-43.0,-50.0,26.0
59014,Godoy Cruz Department,2020-04-22,-81.0,-28.0,-89.0,-43.0,-49.0,26.0
59015,Godoy Cruz Department,2020-04-23,-80.0,-32.0,-89.0,-44.0,-49.0,27.0
59016,Godoy Cruz Department,2020-04-24,-80.0,-29.0,-89.0,-39.0,-48.0,29.0
59017,Godoy Cruz Department,2020-04-25,-80.0,-25.0,-90.0,-43.0,-41.0,27.0
59018,Godoy Cruz Department,2020-04-26,-83.0,-46.0,-94.0,-55.0,-44.0,27.0
59019,Godoy Cruz Department,2020-04-27,-77.0,-34.0,-88.0,-41.0,-46.0,23.0
59020,Godoy Cruz Department,2020-04-28,-78.0,-35.0,-89.0,-40.0,-45.0,24.0
59021,Godoy Cruz Department,2020-04-29,-77.0,-30.0,-87.0,-38.0,-44.0,25.0
59022,Godoy Cruz Department,2020-04-30,-68.0,-15.0,-86.0,-33.0,-43.0,23.0
59023,Godoy Cruz Department,2020-05-01,-91.0,-82.0,-95.0,-68.0,-78.0,36.0
59024,Godoy Cruz Department,2020-05-02,-71.0,-27.0,-89.0,-39.0,-36.0,26.0
59025,Godoy Cruz Department,2020-05-03,-77.0,-35.0,-91.0,-47.0,-39.0,25.0
59026,Godoy Cruz Department,2020-05-04,-67.0,-27.0,-86.0,-34.0,-41.0,21.0
59027,Godoy Cruz Department,2020-05-05,-69.0,-27.0,-88.0,-39.0,-42.0,23.0
59028,Godoy Cruz Department,2020-05-06,-69.0,-24.0,-87.0,-34.0,-41.0,23.0
59029,Godoy Cruz Department,2020-05-07,-67.0,-24.0,-87.0,-34.0,-41.0,24.0
59030,Godoy Cruz Department,2020-05-08,-66.0,-20.0,-86.0,-31.0,-39.0,25.0
59031,Godoy Cruz Department,2020-05-09,-67.0,-16.0,-87.0,-31.0,-29.0,24.0
59032,Godoy Cruz Department,2020-05-10,-76.0,-33.0,-90.0,-37.0,-32.0,23.0
59033,Godoy Cruz Department,2020-05-11,-64.0,-28.0,-85.0,-31.0,-35.0,20.0
59034,Godoy Cruz Department,2020-05-12,-64.0,-23.0,-85.0,-28.0,-35.0,21.0
59035,Godoy Cruz Department,2020-05-13,-61.0,-25.0,-85.0,-32.0,-33.0,21.0
59036,Godoy Cruz Department,2020-05-14,-60.0,-25.0,-87.0,-31.0,-34.0,22.0
59037,Godoy Cruz Department,2020-05-15,-59.0,-21.0,-85.0,-28.0,-30.0,23.0
59038,Godoy Cruz Department,2020-05-16,-60.0,-17.0,-85.0,-28.0,-24.0,22.0
59039,Godoy Cruz Department,2020-05-17,-70.0,-32.0,-90.0,-34.0,-28.0,22.0
59040,Godoy Cruz Department,2020-05-18,-55.0,-30.0,-82.0,-26.0,-28.0,18.0
59041,Godoy Cruz Department,2020-05-19,-56.0,-23.0,-85.0,-27.0,-27.0,19.0
59042,Godoy Cruz Department,2020-05-20,-57.0,-26.0,-86.0,-30.0,-27.0,20.0
59043,Godoy Cruz Department,2020-05-21,-61.0,-30.0,-88.0,-39.0,-31.0,22.0
59044,Godoy Cruz Department,2020-05-22,-57.0,-21.0,-86.0,-30.0,-26.0,23.0
59045,Godoy Cruz Department,2020-05-23,-55.0,-10.0,-84.0,-19.0,-14.0,19.0
